"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"4867","groups","groups","5.92","1.3974"
"4868","producido","produced","5.92","1.2428"
"4869","contactar","contact","5.92","0.9655"
"4870","dado","given","5.92","1.1753"
"4871","haría","would","5.92","1.2752"
"4872","aquí","here","5.92","0.9655"
"4873","llamo","call","5.92","1.2262"
"4874","envio","Shipping","5.92","1.0467"
"4875","rural","rural","5.92","1.5497"
"4876","clic","click","5.92","1.085"
"4877","puedas","can","5.92","1.2095"
"4878","vuelta","return","5.92","1.0467"
"4879","south","south","5.92","1.2591"
"4880","torre","tower","5.92","1.1578"
"4881","oficios","trades","5.92","1.0069"
"4882","numerosas","numerous","5.92","1.3827"
"4883","mecánica","mechanics","5.92","1.4546"
"4884","canaria","Canary","5.92","1.2428"
"4885","password","password","5.92","1.4405"
"4886","suceso","event","5.92","1.1925"
"4887","vine","came","5.92","1.2262"
"4888","bytes","bytes","5.92","1.1036"
"4889","frente","front","5.92","1.027"
"4890","asistente","assistant","5.92","0.9442"
"4891","msn","msn","5.92","1.4119"
"4892","eléctricos","electrical","5.92","1.066"
"4893","registros","records","5.92","1.2911"
"4894","republica","republic","5.92","1.4263"
"4895","colombia","Colombia","5.92","1.1753"
"4896","nochevieja","New Year's Eve","5.92","1.8052"
"4897","aliento","breath","5.92","1.6142"
"4898","cordoba","cordoba","5.92","1.2911"
"4899","técnico","technical","5.92","1.2428"
"4900","organismos","agencies","5.9","1.3887"
"4901","superficie","surface","5.9","1.0738"
"4902","vías","pathways","5.9","1.0546"
"4903","perry","perry","5.9","1.6067"
"4904","estoy","am","5.9","1.0738"
"4905","avenida","avenue","5.9","1.1112"
"4906","dueños","owners","5.9","1.7757"
"4907","dimensión","dimension","5.9","1.1294"
"4908","yendo","going","5.9","1.0738"
"4909","calendario","calendar","5.9","1.0152"
"4910","dan","give","5.9","1.2495"
"4911","pilas","batteries","5.9","1.3286"
"4912","elena","elena","5.9","1.3887"
"4913","monitores","monitors","5.9","1.0546"
"4914","operadores","operators","5.9","1.2495"
"4915","mantener","maintain","5.9","1.233"
"4916","etapas","stages","5.9","0.9949"
"4917","followed","Followed","5.9","1.6444"
"4918","cds","cds","5.9","1.1294"
"4919","campaña","campaign","5.9","1.5286"
"4920","comerme","eat","5.9","1.7525"
"4921","derecha","right","5.9","1.3132"
"4922","ingleses","English","5.9","1.7291"
"4923","feliç","feliç","5.9","1.9509"
"4924","reparto","distribution","5.9","1.0351"
"4925","llaman","call","5.9","1.1112"
"4926","contact","contact","5.9","1.4321"
"4927","center","center","5.9","1.1824"
"4928","comment","comment","5.9","0.8864"
"4929","decidió","decided","5.9","1.2164"
"4930","básico","basic","5.9","1.165"
"4931","cádiz","CADIZ","5.9","1.1473"
"4932","intención","intention","5.9","1.1294"
"4933","elaborar","develop","5.9","1.3286"
"4934","demo","demo","5.9","0.9742"
"4935","recepción","reception","5.9","0.9949"
"4936","orilla","shore","5.9","1.359"
"4937","indicar","indicate","5.9","1.0152"
"4938","reservas","reserves","5.9","1.5286"
"4939","presupuesto","budget","5.9","1.2657"
"4940","ericsson","ericsson","5.9","1.0738"
"4941","perú","Peru","5.9","1.5551"
"4942","adolescentes","adolescents","5.9","1.3286"
"4943","empiecen","start","5.9","0.9091"
"4944","especie","species","5.9","0.9742"
"4945","absoluta","absolute","5.9","1.2976"
"4946","chile","chili","5.9","1.6444"
"4947","ventas","sales","5.9","1.6194"
"4948","enlaces","links","5.9","0.953"
"4949","reparación","repair","5.9","1.5551"
"4950","sumamente","extremely","5.9","1.0738"
"4951","fundamentales","fundamental","5.9","1.0738"
"4952","mecanismos","mechanisms","5.9","1.2164"
"4953","andas","bier","5.9","0.9742"
"4954","iniciado","initiated","5.9","1.1294"
"4955","oficio","office","5.9","1.2495"
"4956","dichos","these","5.9","1.0738"
"4957","tuuu","tuuu","5.9","1.5682"
"4958","empresas","companies","5.9","1.5152"
"4959","visto","viewed","5.9","0.9742"
"4960","fifa","fifa","5.9","1.7985"
"4961","categoría","category","5.9","1.374"
"4962","análisis","analysis","5.9","1.3132"
"4963","logo","logo","5.9","1.0546"
"4964","entro","entered","5.9","0.8631"
"4965","mediawiki","mediawiki","5.9","1.165"
"4966","envió","sent","5.9","0.9742"
"4967","anita","anita","5.9","1.1473"
"4968","chupar","suck","5.9","1.7642"
"4969","concreto","concrete","5.9","1.374"
"4970","check","check","5.9","1.4033"
"4971","reacción","reaction","5.9","1.3887"
"4972","portada","front","5.9","0.8864"
"4973","salí","left","5.9","1.1824"
"4974","microsoft","microsoft","5.9","1.5551"
"4975","luchar","fight","5.9","2.15"
"4976","dialéctica","dialectics","5.9","1.4321"
"4977","presentaron","submitted","5.9","1.0152"
"4978","menciona","mentioned","5.9","1.1112"
"4979","occidente","west","5.9","1.5811"
"4980","impresa","Print","5.9","0.8864"
"4981","concesiones","concessions","5.9","1.4321"
"4982","preguntar","ask","5.9","1.2976"
"4983","digamos","say","5.9","0.789"
"4984","encargado","attendant","5.9","1.1112"
"4985","afiliados","affiliates","5.9","1.3439"
"4986","patente","patent","5.9","1.0546"
"4987","alrededor","around","5.9","1.0738"
"4988","ratito","little while","5.9","1.359"
"4989","intenciones","intentions","5.9","1.1112"
"4990","conclusión","conclusion","5.9","1.2164"
"4991","posted","posted","5.9","1.3132"
"4992","vez","time","5.9","1.0546"
"4993","médico","doctor","5.9","2.0529"
"4994","siguieron","followed","5.9","1.2657"
"4995","regionales","regional","5.9","1.1995"
"4996","contacte","contact","5.9","1.233"
"4997","indicó","indicated","5.9","1.1294"
"4998","head","head","5.9","1.3286"
"4999","laboral","labor","5.9","1.3286"
"5000","proveedor","supplier","5.9","1.1112"
"5001","#followme","# Followme","5.88","1.4797"
"5002","informaciones","news","5.88","1.2558"
"5003","clasificados","Classified","5.88","1.3797"
"5004","capitan","Captain","5.88","1.599"
"5005","puedan","can","5.88","1.2061"
"5006","introduce","introduces","5.88","0.8485"
"5007","clasificación","classification","5.88","1.1891"
"5008","fondos","funds","5.88","1.2061"
"5009","revela","reveals","5.88","1.409"
"5010","watching","watching","5.88","1.3346"
"5011","servir","serve","5.88","1.6243"
"5012","modalidad","mode","5.88","1.1891"
"5013","impresoras","printers","5.88","1.2558"
"5014","aÑo","aÑo","5.88","1.5602"
"5015","miras","view","5.88","0.9823"
"5016","webmaster","webmaster","5.88","1.1718"
"5017","vdd","vdd","5.88","1.3498"
"5018","considerarse","considered","5.88","1.1891"
"5019","decirlo","say","5.88","1.023"
"5020","envíe","send","5.88","1.1542"
"5021","levantarte","wake","5.88","1.686"
"5022","having","having","5.88","0.9613"
"5023","msm","msm","5.88","1.4377"
"5024","mostrando","showing","5.88","0.8722"
"5025","makes","makes","5.88","1.3346"
"5026","ha","has","5.88","1.2395"
"5027","marca","brand","5.88","1.2558"
"5028","ruta","route","5.88","0.9823"
"5029","dio","gave","5.88","1.1364"
"5030","minutes","minutes","5.88","1.1542"
"5031","tono","tone","5.88","1.1542"
"5032","contar","count","5.88","0.9823"
"5033","#twitteron","# Twitteron","5.88","1.8587"
"5034","concepto","concept","5.88","1.272"
"5035","estomago","stomach","5.88","1.272"
"5036","intereses","interests","5.88","1.7571"
"5037","creeme","believe me","5.88","1.5205"
"5038","canon","canon","5.88","1.2229"
"5039","posiciones","positions","5.88","1.3797"
"5040","páginas","pages","5.88","1.1718"
"5041","añoo","añoo","5.88","1.3192"
"5042","ya","already","5.88","1.1891"
"5043","puerta","door","5.88","1.0029"
"5044","ing","ing","5.88","1.4234"
"5045","totales","Total","5.88","1.0428"
"5046","imprimir","print","5.88","1.0999"
"5047","aaaah","aaaah","5.88","1.698"
"5048","avisas","DALYs","5.88","1.1891"
"5049","individuos","individuals","5.88","1.1718"
"5050","bring","bring","5.88","1.1542"
"5051","poblado","populated","5.88","1.409"
"5052","configuración","configuration","5.88","1.3944"
"5053","miii","miii","5.88","1.1542"
"5054","server","server","5.88","1.2395"
"5055","sebastian","sebastian","5.88","1.2229"
"5056","esooo","esooo","5.88","1.5862"
"5057","editado","edited","5.88","1.1183"
"5058","pensaba","thought","5.88","1.1891"
"5059","particular","particular","5.88","1.0622"
"5060","histórica","historical","5.88","1.3498"
"5061","asiento","seat","5.88","1.0812"
"5062","sensible","sensitive","5.88","1.686"
"5063","john","john","5.88","1.2061"
"5064","fundada","founded","5.88","1.0428"
"5065","dará","will","5.88","0.9398"
"5066","representante","representative","5.88","1.1718"
"5067","llevan","lead","5.88","0.9613"
"5068","referencias","References","5.88","1.2061"
"5069","perfil","profile","5.88","1.0428"
"5070","individuales","individual","5.88","1.2879"
"5071","artículo","article","5.88","1.023"
"5072","giants","Giants","5.88","1.409"
"5073","mimir","mimir","5.88","1.7454"
"5074","fines","end","5.88","1.1542"
"5075","máquinas","machines","5.88","1.5602"
"5076","pregunto","wonder","5.88","0.9823"
"5077","constituir","constitute","5.88","1.0999"
"5078","decidir","decide","5.88","1.3944"
"5079","establecen","set","5.88","1.0622"
"5080","proviene","comes","5.88","0.8953"
"5081","main","main","5.88","0.9398"
"5082","moment","moment","5.88","1.1891"
"5083","ma","ma","5.88","1.5338"
"5084","barra","bar","5.88","1.1718"
"5085","línea","line","5.88","1.0812"
"5086","matriz","matrix","5.88","1.3192"
"5087","regresar","return","5.88","1.3192"
"5088","proxima","next","5.88","1.0029"
"5089","grabación","recording","5.88","1.1183"
"5090","comercio","trade","5.88","1.3037"
"5091","garganta","throat","5.88","1.023"
"5092","pasenla","Pass it","5.88","0.9613"
"5093","edificio","building","5.88","1.023"
"5094","huellas","footprints","5.88","1.2879"
"5095","aaah","aaah","5.86","1.3852"
"5096","pasarla","pass","5.86","1.1782"
"5097","mantuvo","maintained","5.86","1.2124"
"5098","pasatela","pasatela","5.86","1.2124"
"5099","enterprises","enterprises","5.86","1.457"
"5100","tomos","volumes","5.86","1.325"
"5101","he's","he's","5.86","1.0692"
"5102","ji","ji","5.86","1.8407"
"5103","síntesis","synthesis","5.86","0.9478"
"5104","contáctenos","contact us","5.86","1.2779"
"5105","oficina","office","5.86","1.552"
"5106","ntc","ntc","5.86","1.4144"
"5107","género","gender","5.86","1.1782"
"5108","potencias","powers","5.86","1.4709"
"5109","define","defined","5.86","1.2456"
"5110","ves","see","5.86","1.2938"
"5111","mis","my","5.86","1.2124"
"5112","dieron","gave","5.86","1.143"
"5113","ciclo","cycle","5.86","1.325"
"5114","arre","arre","5.86","1.512"
"5115","tienen","have","5.86","1.1954"
"5116","oficial","official","5.86","1.1608"
"5117","seee","seee","5.86","1.2938"
"5118","indispensables","indispensable","5.86","1.4848"
"5119","rosario","rosary","5.86","1.6538"
"5120","vela","candle","5.86","1.1068"
"5121","misioneros","missionaries","5.86","1.9484"
"5122","geográfico","geographical","5.86","1.325"
"5123","gama","spectrum","5.86","1.05"
"5124","vaqueros","jeans","5.86","1.4144"
"5125","aqui","here","5.86","0.9691"
"5126","héctor","Hector","5.86","1.1782"
"5127","investigadores","Researchers","5.86","1.7025"
"5128","lentes","lenses","5.86","1.4144"
"5129","sergio","sergio","5.86","1.4848"
"5130","estar","be","5.86","0.9899"
"5131","cuadro","picture","5.86","1.125"
"5132","edición","edition","5.86","1.0104"
"5133","urbana","town","5.86","1.1782"
"5134","buque","vessel","5.86","1.0882"
"5135","cataluña","Catalonia","5.86","1.2456"
"5136","relativamente","relatively","5.86","1.1954"
"5137","management","management","5.86","1.4984"
"5138","acudir","keep","5.86","1.2124"
"5139","tratando","trying","5.86","1.0882"
"5140","voten","vote","5.86","1.8184"
"5141","servidores","servers","5.86","1.1608"
"5142","pasa","pass","5.86","1.143"
"5143","presentado","displayed","5.86","1.1782"
"5144","constitucional","constitutional","5.86","1.7958"
"5145","veré","see","5.86","1.1608"
"5146","contesta","answers","5.86","1.2291"
"5147","catalina","catalina","5.86","1.4984"
"5148","vas","you","5.86","0.8809"
"5149","contacta","contact","5.86","0.9691"
"5150","pepe","pepe","5.86","1.325"
"5151","vendo","sell","5.86","1.1608"
"5152","usar","use","5.86","1.0104"
"5153","relacionados","Related","5.86","1.2291"
"5154","her","her","5.86","1.143"
"5155","directora","director","5.86","1.3999"
"5156","concepciones","conceptions","5.86","1.325"
"5157","ahh","ahh","5.86","1.4429"
"5158","económicas","economic","5.86","1.3704"
"5159","theme","theme","5.86","1.2938"
"5160","formado","formed","5.86","1.0304"
"5161","escenas","Scenes","5.86","1.578"
"5162","info","info","5.86","0.9478"
"5163","llevar","carry","5.86","1.0882"
"5164","sirva","serve","5.86","1.1954"
"5165","selecciona","selected","5.86","1.1068"
"5166","reparacion","repair","5.86","1.3852"
"5167","fabricante","manufacturer","5.86","1.3554"
"5168","muestra","sample","5.86","1.1068"
"5169","informativo","informative","5.86","1.0882"
"5170","indonesia","Indonesia","5.86","1.5388"
"5171","criterio","criterion","5.86","1.3554"
"5172","system","system","5.86","1.325"
"5173","pibes","kids","5.86","1.2779"
"5174","bolsas","bags","5.86","1.1068"
"5175","evangelio","gospel","5.86","1.738"
"5176","estructuras","structures","5.86","1.1068"
"5177","divisas","foreign exchange","5.86","1.3999"
"5178","tinta","ink","5.86","1.2456"
"5179","buscar","search","5.86","1.2618"
"5180","rivera","rivera","5.86","1.1954"
"5181","zapatero","shoemaker","5.86","1.325"
"5182","mencionado","mentioned","5.86","1.143"
"5183","efectuar","make","5.84","0.9337"
"5184","elevada","high","5.84","1.5032"
"5185","específicos","specific","5.84","1.0174"
"5186","ohhh","ohhh","5.84","1.8223"
"5187","verá","see","5.84","0.9553"
"5188","verse","show","5.84","1.1493"
"5189","costumbre","custom","5.84","1.7186"
"5190","tratado","treaty","5.84","1.0947"
"5191","porción","portion","5.84","1.0174"
"5192","iglesias","churches","5.84","1.7538"
"5193","oeste","west","5.84","1.1132"
"5194","you're","'re","5.84","1.5434"
"5195","armando","armando","5.84","1.4337"
"5196","posición","position","5.84","1.2182"
"5197","cantidad","amount","5.84","1.0947"
"5198","cuánto","how","5.84","1.1132"
"5199","ámbitos","areas","5.84","0.9971"
"5200","pudiendo","can","5.84","1.1493"
"5201","son","are","5.84","1.1132"
"5202","nivel","level","5.84","1.2182"
"5203","noventa","ninety","5.84","1.2349"
"5204","kit","kit","5.84","1.2014"
"5205","[pic]","[Pic]","5.84","1.4896"
"5206","oficialmente","officially","5.84","1.3607"
"5207","regístrate","Register","5.84","1.3903"
"5208","comigo","comigo","5.84","1.7654"
"5209","prólogo","prologue","5.84","1.4194"
"5210","argentina","Argentina","5.84","1.6208"
"5211","medicina","medicine","5.84","1.9311"
"5212","cubrir","cover","5.84","1.3303"
"5213","población","population","5.84","1.3303"
"5214","comprueba","checks","5.84","1.2182"
"5215","igual","equal","5.84","1.3303"
"5216","flujo","flow","5.84","1.2993"
"5217","técnicos","technical","5.84","1.1669"
"5218","colocar","place","5.84","1.0759"
"5219","periódicos","newspapers","5.84","1.7304"
"5220","arias","arias","5.84","1.1314"
"5221","worldthank","worldthank","5.84","1.2014"
"5222","voto","vote","5.84","1.7304"
"5223","hielo","ice","5.84","1.4479"
"5224","weno","weno","5.84","1.5566"
"5225","sentada","sitting","5.84","1.3303"
"5226","descripción","description","5.84","1.0568"
"5227","pertenecen","belong","5.84","1.4049"
"5228","componente","component","5.84","1.0174"
"5229","explica","explains","5.84","1.1669"
"5230","#cowboys","# Cowboys","5.84","1.3903"
"5231","mb","mb","5.84","1.3303"
"5232","publica","published","5.84","1.2182"
"5233","bought","bought","5.84","1.3607"
"5234","relieve","relief","5.84","1.1314"
"5235","xp","xp","5.84","1.4619"
"5236","señora","Mrs.","5.84","1.4049"
"5237","rueda","wheel","5.84","1.2014"
"5238","empresariales","business","5.84","1.5434"
"5239","hablan","speak","5.84","1.5032"
"5240","entidades","entities","5.84","1.2675"
"5241","someone","someone","5.84","1.1843"
"5242","etapa","stage","5.84","1.3607"
"5243","\o/","\ O /","5.84","2.198"
"5244","leonardo","leonardo","5.84","1.0174"
"5245","textos","texts","5.84","1.1493"
"5246","decirle","tell","5.84","1.2993"
"5247","ochenta","eighty","5.84","1.4758"
"5248","campesino","peasant","5.84","1.5301"
"5249","feli","feli","5.84","1.4758"
"5250","consultoría","consultancy","5.84","1.3756"
"5251","vecinos","neighbors","5.84","1.2993"
"5252","concluir","conclude","5.84","1.5954"
"5253","malaga","malaga","5.84","1.2993"
"5254","indudablemente","undoubtedly","5.84","1.2675"
"5255","introducción","introduction","5.84","0.8657"
"5256","definitivo","final","5.84","1.3456"
"5257","reinado","reign","5.84","1.5566"
"5258","utilizar","use","5.84","1.0947"
"5259","referido","referred","5.84","1.0759"
